pdf,mm_yyyy,company,amount,currency,adjudicadora,tipo,tramitacion,procedimiento,model,time
BOE-B-2017-62058.pdf,10-2017,Garcigas Instalaciones S.L.,318917.28,euros,Instituto Murciano de Acción Social,Servicios,Ordinaria,Abierto,llama3,346.42
BOE-B-2017-60539.pdf,10-2017,None,None,None,Centro Kursaal - Kursaal Elkargunea S.A.,Contrato de suministro,None,None,llama3,334.31
BOE-B-2017-57098.pdf,10-2017,Sharp & Dhome de España S.A.,240000.0,euros,Dirección General de Salud Pública del Servicio Canario de la Salud,Contrato de suministro,Ordinaria,Negociado sin publicidad,llama3,303.13
BOE-B-2017-61324.pdf,10-2017,Contratista,None,None,Consellería del Medio Rural,Contrato administrativo de suministro,Ordinaria,Abierto y sujeto a regulación armonizada,llama3,339.87
BOE-B-2017-58917.pdf,10-2017,Ortiz Construcciones y Proyectos S.A.,5169120.0,euros,Agencia de Vivienda Social,Obras,Ordinaria,Abierto,llama3,357.50
BOE-B-2017-61288.pdf,10-2017,OBRAS Y SERVICIOS PUBLICOS S.A. (OSEPSA),None,None,Presidencia de la Confederación Hidrográfica del Ebro,Contrato de obras,Ordinaria,Abierto,llama3,367.21
BOE-B-2017-59675.pdf,10-2017,Team's Motors Sociedad Anónima,7300000.0,euros,Diputación de Barcelona,Suministros,Ordinaria y sujeta a regulación harmonizada,Abierto con pluralidad de criterios de valoración,llama3,388.60
BOE-B-2017-58207.pdf,10-2017,Zurich Insurance PLC sucursal en España,330000.0,euros,Diputación Foral de Gipuzkoa,Privado de seguros,None,None,llama3,240.68
BOE-B-2017-63521.pdf,10-2017,Grupo Lince Asprona S.L.U.,290000.0,€,Ayuntamiento de Laguna de Duero,Contrato de obras,Ordinaria,Abierto,llama3,286.18
BOE-B-2017-60546.pdf,10-2017,Centro Médico La Safor S.L.,675324.83,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social,Servicios,Ordinaria,Abierto,llama3,356.20
BOE-B-2017-58201.pdf,10-2017,Ambitec servicios ambientales S.A.U.,720000.0,euros,Ayuntamiento de Alcorcón,Servicios,Ordinaria,Abierto,llama3,306.85
BOE-B-2017-61756.pdf,10-2017,Gas Natural Comercializadora S.L.,8954000.0,euros,Instituto Municipal de Deportes de Segovia,Suministro,Ordinaria,Abierto,llama3,367.48
BOE-B-2017-61719.pdf,10-2017,Limpiezas y Servicios Salamanca Sociedad Anónima,142925.89,euros,Consejería de Educación e Investigación,Servicios,Ordinaria,Abierto,llama3,431.64
BOE-B-2017-62421.pdf,10-2017,Siel Confecciones SL (B80481591),None,None,Ayuntamiento de Coslada,Suministro,Ordinaria,Abierto,llama3,412.79
BOE-B-2017-58163.pdf,10-2017,IT Corporate Solutions Spain S.L.U.,326700.0,euros,Gerencia Regional de Salud,Servicio,Ordinaria,Negociado sin publicidad,llama3,340.39
BOE-B-2017-61753.pdf,10-2017,Esergui Disteser S.L.U.,264687.79,euros,Ayuntamiento de San Sebastián de los Reyes,Suministro,Ordinaria,Abierto sujeto a regulación armonizada,llama3,425.18
BOE-B-2017-61328.pdf,10-2017,Sopra Steria España Sociedad Anónima,937750.0,euros,Consejería de Administración Pública y Hacienda,Servicio,Ordinaria,Abierto,phi3,222.83
BOE-B-2017-62438.pdf,10-2017,Econocom Servicios S.A.,200000.0,euros,Universidad de Barcelona,Servicio,Ordinaria,Abierto,phi3,192.82
BOE-B-2017-57415.pdf,10-2017,WatersCromatografía S.A. y Clan Tecológica S.L.,64500.0,euros,Organismo Autónomo Madrid Salud,Suministro,Ordinaria,Abierto,phi3,265.00
BOE-B-2017-58921.pdf,10-2017,Tecman S.V.A.,2098625.38,euros,Consorcio de Aguas Bilbao Bizkaia,Servicio,Ordinaria,Abierto,phi3,252.97
BOE-B-2017-58134.pdf,10-2017,Servicios Semat S.A,7505463.18,euros,Delegación Territorial de la Consejería de Educación en Cádiz,Servicios,Urgente,Sujeto a regulación armonizada,phi3,243.81
BOE-B-2017-59646.pdf,10-2017,Zimmer Biomet Spain S.L.U. Stryker Iberia S.L,594407.0,euros,Gerencia de Asistencia Sanitaria del Bierzo,Suministro,Ordinaria,Abierto con pluralidad de criterios de valoración,phi3,262.53
BOE-B-2017-63520.pdf,10-2017,Gesmunpal S.A.,564000.0,euros,Ayuntamiento de la Anteiglesia de Erandio,Servicios,Ordinaria,Abierto y forma de adjudicación de pluralidad de criterios,phi3,244.83
BOE-B-2017-59045.pdf,10-2017,Selzur Vizcaya S.A,70555.9,euros,Ayuntamiento de Castro Urdiales,Suministro,Ordinaria,Abierto,phi3,208.33
BOE-B-2017-60643.pdf,10-2017,SAP España,235630.56,euros,Servizo Galego de Saúde,Servicio,Ordinaria,Abierto,phi3,236.58
BOE-B-2017-60488.pdf,10-2017,Carl Zeiss Iberia S.L,499468.88,EUR,Instituto Aragonés de Ciencias de la Salud,Suministro,Ordinaria,Abierto sujeto a regulación armonizada,phi3,218.34
BOE-B-2017-58598.pdf,10-2017,Vor11 Construcciones S.L.,209071.71,euros,Universidad Complutense de Madrid,Obras,Ordinaria,Abierto,phi3,207.55
BOE-B-2017-59683.pdf,10-2017,Ute:Fulcrum S.A. / Ferrovial Servicios S.A.,1031466.68,euros,Consorcio de Aguas Bilbao Bizkaia,Servicio,Ordinaria,Abierto,phi3,231.49
BOE-B-2017-57515.pdf,10-2017,Fulton Servicios Integrales S.A.,281746.08,EUR,Invied,Servicios,Ordinaria,Abierto,phi3,220.91
BOE-B-2017-60280.pdf,10-2017,Teva Pharma S.L,1802441.64,euros,Servicio Andaluz de Salud,Suministros,Ordinaria,Negociado sin publicidad,phi3,223.27
BOE-B-2017-60523.pdf,10-2017,Fundació Pere Tarrés,661298.38,euros,Ayuntamiento de Mataró,Servicio,None,None,phi3,179.19
BOE-B-2017-62058.pdf,10-2017,Garcigas Instalaciones S.L.,318917.28,euros,Instituto Murciano de Acción Social,Servicios,Ordinaria,Abierto,phi3,222.20
BOE-B-2017-60539.pdf,10-2017,Telesonic S.A.U.,484000.0,euros,Centro Kursaal - Kursaal Elkargunea S.A.,Suministro,None,None,phi3,179.64
BOE-B-2017-57098.pdf,10-2017,Sharp & Dhome de España S.A.,240000.0,euros,Dirección General de Salud Pública del Servicio Canario de la Salud,Suministro,Ordinaria,Negociado sin publicidad,phi3,207.38
BOE-B-2017-61324.pdf,10-2017,LIFE CARE S.L,7405200.0,€,Consellería del Medio Rural,Contrato administrativo de suministro,Ordinaria,Abierto y sujeto a regulación armonizada,phi3,225.29
BOE-B-2017-58917.pdf,10-2017,Ortiz Construcciones y Proyectos S.A.,5169120.0,euros,Agencia de Vivienda Social,Obras,Ordinaria,Abierto,phi3,249.33
BOE-B-2017-61288.pdf,10-2017,OBRAS Y SERVICOS PUBLICOS S.A. (OSEPSA),403045.07,euros,Presidencia de la Confederación Hidrográfica del Ebro,Obras,Ordinaria,Abierto,phi3,225.77
BOE-B-2017-59675.pdf,10-2017,Team’s Motors Sociedad Anónima,198612.43,euros,Diputación de Barcelona,Suministros,Ordinaria,Abierto,phi3,217.94
BOE-B-2017-58207.pdf,10-2017,Zurich Insurance PLC,330000.0,euros,Diputación Foral de Gipuzkoa,Contrato de obras,None,None,phi3,210.58
BOE-B-2017-63521.pdf,10-2017,Grupo Lince Asprona S.L.U.,290000.0,EUR,Ayuntamiento de Laguna de Duero,Contrato de obras,Ordinaria,Abierto,phi3,208.23
BOE-B-2017-60546.pdf,10-2017,Centro Médico La Safor S.L.,675324.83,euros,Mutua Universal Mugenat Mutua Colaboradora con la Seguridad Social,Servicios,Ordinaria,Abierto,phi3,233.44
BOE-B-2017-58201.pdf,10-2017,Ambitec servicios ambientales S.A.U.,720000.0,euros,Ayuntamiento de Alcorcón,Servicios,Ordinaria,Abierto,phi3,267.56
BOE-B-2017-61756.pdf,10-2017,Gas Natural Comercializadora S.L.,89540.0,euros,Instituto Municipal de Deportes de Segovia,Suministro,Ordinaria,Abierto sujeto a regulación armonizada,phi3,243.24
BOE-B-2017-61719.pdf,10-2017,Limpiezas y Servicios Salamanca Sociedad Anónima,142925.89,euros,Consejería de Educación e Investigación,Servicios,Ordinaria,Abierto,phi3,232.81
BOE-B-2017-62421.pdf,10-2017,Siel Confecciones SL (B80481591) Agrupación Guerrero SL (B45627635),130000.0,euros,Ayuntamiento de Coslada,Suministro,Ordinaria,Abierto,phi3,247.46
BOE-B-2017-58163.pdf,10-2017,IT Corporate Solutions Spain S.L.U.,326700.0,euros,Gerencia Regional de Salud,Servicio,Ordinaria,Negociado sin publicidad,phi3,217.22
BOE-B-2017-61753.pdf,10-2017,ESERGUI DISTESER S.L.U.,264687.79,euros,Ayuntamiento de San Sebastián de los Reyes,Suministro,Ordinaria,Abierto sujeto a regulación armonizada,phi3,256.07
BOE-B-2017-65150.pdf,11-2017,Lote 1 - Cardiosos Global Protection S.L. Technology 2050 S.L. Schiller España S.A.U. Caryosa S.L. Creu Roja Espanyola a Catalunya.,1371972.97,euros,Consorci Català pel Desenvolupament Local,Mixto de suministros y servicios,Ordinaria,Abierto,llama3,529.57
BOE-B-2017-68690.pdf,11-2017,Intersurgical España S.L.; S.E. de Carburos Metálicos S.A.; Grupo R. Queraltó S.A.; Nirco S.L.; Akralab S.L.; Grupo Taper S.A.; Olympus Iberia S.A.U.; AB Medica Group S.A.; Casa Álvarez Mater. Científico S.A.; Topcon España S.A.; Teleflex Medical S.A.; Stryker Iberia S.L.; Kluter Medical S.L.; Firma Ambu S.L. y Ramis de Benítez Suministros Médicos S.L.,215102.73,euros,Servicio Andaluz de Salud. Complejo Hospitalario de Jaén,Suministros,Ordinaria,Abierto,llama3,477.68
BOE-B-2017-68501.pdf,11-2017,Gilead Sciences S.L.,997487.91,euros,Servicio Madrileño de Salud. Hospital Universitario Príncipe de Asturias,Suministros,Ordinaria,Negociado sin publicidad,llama3,403.46
BOE-B-2017-64430.pdf,11-2017,UTE Agroforex S.L. - Exman S.L.,2199050.6,euros,Junta de Extremadura Consejería de Economía e Infraestructuras,Servicio,Ordinaria,Abierto,llama3,373.98
BOE-B-2017-68698.pdf,11-2017,Roche Diagnostics S.L.; Grifols Movaco S.A.; Becton Dickinson S.A.; Thermo Fisher Diagnostics S.L.U.; UTE Beckman Coulter S.L.U.-Alere Healthcare S.L.U.; Vircell Spain S.L.; Diasorin Iberia S.A.; Siemens Healthcare S.L.; Werfen España S.A.U.; Euroimmun Diagnóstics España S.L.U.; Sebia Hispania S.A.; Diagnóstica Longwood S.L.; Menarini Diagnósticos S.A.; Radiometer Ibérica S.L.; Francisco Soria Melguizo S.A.; RAL Técnica para Laboratorio S.A.; Palex Medical S.A.,13824053.02,euros,Servicio Andaluz de Salud. Complejo Hospitalario Universitario de Huelva.,Suministros,Ordinaria,Abierto,llama3,532.25
BOE-B-2017-68888.pdf,11-2017,Lote 1:Valladolid Wagen S.A; Lote 234 :Valladolid Automovil S.A. Lote 6:Hibrid Card S.A.Lote 5:Desierto.,691856.62,euros,Excmo. Ayuntamiento de Valladolid,Suministro,Ordinaria,Abierto,llama3,430.59
BOE-B-2017-66627.pdf,11-2017,Acciona Medioambiente S.A.U.,None,None,Servicio Madrileño de Salud. Hospital Universitario Príncipe de Asturias.,Servicios,Ordinaria,Abierto,llama3,478.53
BOE-B-2017-66907.pdf,11-2017,Contse S.A.,199650.0,euros,Organismo Autónomo Servicio de Emergencias del Principado de Asturias (SEPA).,Contrato de Servicios,None,None,llama3,312.17
BOE-B-2017-66179.pdf,11-2017,None,348479.99,Euros,Generalitat Valenciana. Conselleria de Vivienda Obras Públicas y Vertebración del Territorio,Servicios,Ordinaria,Abierto,llama3,445.89
BOE-B-2017-67769.pdf,11-2017,Mudar S.L.,240000.0,euros,Ayuntamiento de Zaragoza,Servicio,None,None,llama3,253.05
BOE-B-2017-65294.pdf,11-2017,Veolia Serveis Catalunya S.A.U.,4109600.0,Euros,Consorci Sanitari del Garraf,Contrato de Servicios,None,None,llama3,272.34
BOE-B-2017-68858.pdf,11-2017,None,9106373.66,euros,Servicio Andaluz de Salud. Hospital Universitario Reina Sofía,Suministros,Ordinaria,Negociado sin publicidad,llama3,449.40
BOE-B-2017-69614.pdf,11-2017,Bruker Española S.A.,301290.0,euros,None,Contrato de suministro,Ordinaria,Abierto,llama3,453.57
BOE-B-2017-64846.pdf,11-2017,Vodafone España S.A.U.,310970.0,€,Ayuntamiento de Calp.,Servicio,Ordinaria,Abierto,llama3,341.50
BOE-B-2017-68506.pdf,11-2017,Lote 1 Senes Cit S.L.,70760.0,euros,Ayuntamiento de A Coruña,Contrato de Servicios,Ordinaria,Abierto,llama3,402.72
BOE-B-2017-68069.pdf,11-2017,None,5541780.83,euros,Organismo: Congreso de los Diputados,Servicios,Ordinaria,Abierto,llama3,342.22
BOE-B-2017-67685.pdf,11-2017,MANTENIMIENTOS HIDROMECANICOS S.L.,1172640.6,euros,Presidencia de la Confederación Hidrográfica del Ebro,Obras,Ordinaria,Abierto,llama3,327.50
BOE-B-2017-70381.pdf,11-2017,Unify Comunications S.A Telefónica de España S.A.U y Euskaltel S.A,1000000.0,euros,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Contrato de suministro,Ordinaria,Abierto,llama3,360.23
BOE-B-2017-66882.pdf,11-2017,Joca Ingeniería y Construcciones S.A.,None,None,Ministerio de Agricultura y Pesca Alimentación y Medio Ambiente,Obras,Ordinaria,Abierto,llama3,441.57
BOE-B-2017-66951.pdf,11-2017,None,517880.0,euros,Ayuntamiento de Vic,Servicios,Ordinaria,Restringido,llama3,351.50
BOE-B-2017-65258.pdf,11-2017,INTERNACIONAL DE PROYECTOS Y ESTUDIOS DE INGENIERIA S.A. (INPROES) Y CONSULTORÍA DE INGENIEIRÍA HIDRÁULICA S.L. (CIH) EN UTE.,1399214.19,euros,Presidencia de la Confederación Hidrográfica del Tajo,Servicios,Ordinaria,Abierto,llama3,410.99
BOE-B-2017-69603.pdf,11-2017,Rombosol 2002 S.L.U. y A.C. 99 Motor S.L.,251680.0,euros,None,Suministro,Ordinaria,Abierto,llama3,503.49
BOE-B-2017-69962.pdf,11-2017,Rodes y Cortés S.L.,219993.25,euros,None,Servicio Aragonés de Salud-Gerencia de Sector Zaragoza III,Ordinaria,Abierto,llama3,352.13
BOE-B-2017-67737.pdf,11-2017,Roche Farma S.A.,2520705.64,euros,Servicio Madrileño de Salud - Hospital Universitario de Getafe,Contrato de suministro,Ordinaria,Negociado,llama3,328.12
BOE-B-2017-66656.pdf,11-2017,Fundació Catalana de l'Esplai,43837307.0,euros,Ayuntamiento de Sant Just Desvern,Contrato de Servicios,None,None,llama3,239.88
BOE-B-2017-65755.pdf,11-2017,Thermo Fisher Scientific S.L.U.,180895.0,euros,Consorcio para el Equipamiento y Explotación del Laboratorio Subterráneo de Canfranc,Contrato de suministro,Ordinaria,Abierto,llama3,306.38
BOE-B-2017-69557.pdf,11-2017,Asturiana de Automoviles y Repuestos S.A,1203829.0,euros,Comisión Delegada Consorcio para la Gestión de Residuos Sólidos en Asturias,Suministros,Ordinaria,Abierto,llama3,766.42
BOE-B-2017-64003.pdf,11-2017,Iberstand S.L.,175450.0,euros,Diputación de Salamanca,Servicios,None,None,llama3,302.71
BOE-B-2017-68115.pdf,11-2017,Seranco S.A.,686327.89,euros,Consejeria de Sanidad Servicio Madrileño de Salud Hospital Universitario Severo Ochoa,Obra,Urgente,Abierto,llama3,433.83
BOE-B-2017-68124.pdf,11-2017,Roche Farma Sociedad Anónima,None,None,Servicio Madrileño de Salud. Director Gerente Hospital Universitario La Paz,Suministros,Ordinaria,Procedimiento negociado sin publicidad,llama3,348.09
BOE-B-2017-65150.pdf,11-2017,Cardiosos Global Protection S.L. Technology 2050 S.L. Schiller España S.A.U. Caryosa S.L.,1371972.97,euros,Consorci Català pel Desenvolupament Local,Mixto de suministros y servicios,Ordinaria,Abierto con distintos criterios de adjudicación,phi3,316.02
BOE-B-2017-68690.pdf,11-2017,Intersurgical España S.L.; S.E. de Carburos Metálicos S.A.; Grupo R. Queraltó S.A.; Nirco S.L.; Akralab S.L.; Grupo Taper S.A.; Olympus Iberia S.A.U.; AB Medica Group S.A.; Casa Álvarez Mater. Científico S.A.; Topcon España S.A.; Teleflex Medical S.A.; Stryker Iberia S.L.; Kluter Medical S.L.; Firma Ambu S.L.; Ramis de Benítez Suministros Médicos S.L,215102.73,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Abierto,phi3,321.10
BOE-B-2017-68501.pdf,11-2017,Gilead Sciences S.L.,997487.91,euros,Servicio Madrileño de Salud,Suministro,Ordinaria,Negociado sin publicidad,phi3,237.89
BOE-B-2017-64430.pdf,11-2017,UTE Agroforex S.L. - Exman S.L.,2199050.6,euros,Junta de Extremadura Consejería de Economía e Infraestructuras,Servicio,Anticipada,Abierto,phi3,263.59
BOE-B-2017-68698.pdf,11-2017,Roche Diagnostics S.L.; Grifols Movaco S.A.; Becton Dickinson S.A.; Thermo Fisher Diagnostics S.L.U.; UTE Beckman Coulter S.L.U.-Alere Healthcare S.L.U.; Vircell Spain S.L.; Diasorin Iberia S.A.; Siemens Healthcare S.L; Werfen España S.A.U.; Euroimmun Diagnóstics España S.L.U.; Sebia Hispania S.A.; Diagnóstica Longwood S.L.; Menarini Diagnósticos S.A.; Radiometer Ibérica S.L; Francisco Soria Melguizo S.A.; RAL Técnica para Laboratorio S.A.; Palex Medical S.A.,13824053.02,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Abierto,phi3,351.37
BOE-B-2017-68888.pdf,11-2017,Valladolid Wagen S.A,691856.62,euros,Excmo. Ayuntamiento de Valladolid,Suministro,Ordinaria,Abierto,phi3,296.92
BOE-B-2017-66627.pdf,11-2017,Acciona Medioambiente S.A.U.,169361.56,euros,Servicio Madrileño de Salud,Servicios,Ordinaria,Abierto,phi3,218.22
BOE-B-2017-66907.pdf,11-2017,Contse S.A.,199650.0,euros,Organismo Autónomo Servicio de Emergencias del Principado de Asturias (SEPA),Servicios,None,None,phi3,201.84
BOE-B-2017-66179.pdf,11-2017,Evren Evaluación de Recursos Naturales SLP,348479.99,euros,Generalitat Valenciana,Servicios,Ordinaria,Abierto,phi3,262.93
BOE-B-2017-67769.pdf,11-2017,Mudar S.L.,240000.0,euros,Ayuntamiento de Zaragoza,Servicio,None,None,phi3,165.34
BOE-B-2017-65294.pdf,11-2017,Veolia Serveis Catalunya S.A.U.,4109600.0,euros,Consorci Sanitari del Garraf,Servicio,None,None,phi3,154.21
BOE-B-2017-68858.pdf,11-2017,Novartis Farmacéutica S.A,9106373.66,euros,Servicio Andaluz de Salud,Suministros,Ordinaria,Negociado sin publicidad,phi3,264.03
BOE-B-2017-69614.pdf,11-2017,Bruker Española S.A,301290.0,euros,Universidad de Granada,Suministro,Ordinaria,Abierto,phi3,445.62
BOE-B-2017-64846.pdf,11-2017,Vodafone España S.A.U.,310970.0,EUR,Ayuntamiento de Calp,Servicio,Ordinaria,Abierto,phi3,199.71
BOE-B-2017-68506.pdf,11-2017,Senes Cit S.L.; Atalaia Social S.L.; Asociación Galega para a Saude Sexual,70760.0,euros,Ayuntamiento de A Coruña,Servicio,Ordinaria,Abierto con diversos criterios de valoración,phi3,254.20
BOE-B-2017-68069.pdf,11-2017,Viajes El Cortes Inglés S.A.,5541780.83,euros,Congreso de los Diputados,Servicios,Ordinaria,Abierto,phi3,203.00
BOE-B-2017-67685.pdf,11-2017,MANTENIMIENTOS HIDROMECANICOS S.L.,1172640.6,euros,Presidencia de la Confederación Hidrográfica del Ebro,Obras,Ordinaria,Abierto,phi3,224.44
BOE-B-2017-70381.pdf,11-2017,Unify Comunications S.A,1000000.0,euros,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Suministro,Ordinaria,Abierto,phi3,241.77
BOE-B-2017-66882.pdf,11-2017,Joca Ingeniería y Construcciones S.A.,966944.36,euros,Ministerio de Agricultura y Pesca Alimentación y Medio Ambiente,Obras,Ordinaria,Abierto,phi3,214.16
BOE-B-2017-66951.pdf,11-2017,Baena Casamor Arquitectes BCQ S.L.P.,517880.0,euros,Ayuntamiento de Vic,Servicios,Ordinaria,Restringido,phi3,210.25
BOE-B-2017-65258.pdf,11-2017,INTERNACIONAL DE PROYECTOS Y ESTUDIOS DE INGENIERIA S.A. (INPROES) Y CONSULTORÍA DE INGENIEIRÍA HIDRÁÚLICA S.L.,1399214.19,euros,Presidencia de la Confederación Hidrográfica del Tajo,Servicios,Ordinaria,Abierto,phi3,268.50
BOE-B-2017-69603.pdf,11-2017,Rombosol 2002 S.L.U. y A.C. 99 Motor S.L,251680.0,Euros,Ayuntamiento de Marbella,Suministro,Ordinaria,Abierto,phi3,210.26
BOE-B-2017-69962.pdf,11-2017,Rodes y Cortés S.L.,219993.25,euros,Servicio Aragonés de Salud-Gerencia de Sector Zaragoza III,Servicio Aragonés de Salud-Gerencia de Sector Zaragoza III,Anticipada,Abierto,phi3,221.57
BOE-B-2017-67737.pdf,11-2017,Roche Farma S.A.,2520705.64,euros,Servicio Madrileño de Salud - Hospital Universitario de Getafe,Suministro,Ordinaria,Negociado,phi3,229.05
BOE-B-2017-66656.pdf,11-2017,Fundació Catalana de l'Esplai,438373.07,euros,Ayuntamiento de Sant Just Desvern,Servicios,None,None,phi3,182.54
BOE-B-2017-65755.pdf,11-2017,Thermo Fisher Scientific S.L.,180895.0,euros,Consorcio para el Equipamiento y Explotación del Laboratorio,Suministro,Ordinaria,Abierto,phi3,225.86
BOE-B-2017-69557.pdf,11-2017,Asturiana de Automoviles y Repuestos S.A,459.8,euros,Comisión Delegada Consorcio para la Gestión de Residuos Sólidos en Asturias,Suministro,Ordinaria,Abierto,phi3,538.07
BOE-B-2017-64003.pdf,11-2017,Iberstand S.L.,175450.0,euros,Diputación de Salamanca,Servicios,None,None,phi3,184.08
BOE-B-2017-68115.pdf,11-2017,Seranco S.A.,686327.89,euros,Consejeria de Sanidad Servicio Madrileño de Salud Hospital Universitario Severo Ochoa,Obra,Urgente,Abierto,phi3,240.73
BOE-B-2017-68124.pdf,11-2017,Roche Farma Sociedad Anónima,2754040.93,euros,Servicio Madrileño de Salud,Suministro,Ordinaria,Procedimiento negociado sin publicidad,phi3,204.99
BOE-B-2017-71921.pdf,12-2017,B.Braun Medical S.A. Coloplast Productos Medicos S.A. Convatec S.L. Dentsply Sirona Iberia S.A.U. Iberhospitex S.A. Intersurgical España S.L. Izasa Hospital S.L.U. Prim S.A. Vygon S.A.U.,2745854.71,euros,Institut Català de la Salut,Contrato de suministro,None,None,llama3,363.51
BOE-B-2017-74314.pdf,12-2017,SAP España sistemas aplicaciones y productos en la informática S.A.,1161174.49,euros,Consejería de Hacienda,Servicio,Ordinaria,Abierto,llama3,341.40
BOE-B-2017-71968.pdf,12-2017,None,455000.0,euros,Consorcio de Aguas Bilbao Bizkaia,Servicio,Ordinaria,Abierto,llama3,334.15
BOE-B-2017-76111.pdf,12-2017,Solitium S.L.,461135.84,euros,Diputación Provincial de Zaragoza,Suministros,Ordinaria,Abierto,llama3,307.40
BOE-B-2017-75366.pdf,12-2017,None,6351938.0,euros,Ayuntamiento de Málaga,Suministros,Ordinaria,Negociado sin publicidad,llama3,352.20
BOE-B-2017-73819.pdf,12-2017,Icyfsa Ingeniería S.L.,243089.0,euros,Diputación Foral de Gipuzkoa,Contrato de Servicios,Ordinaria,Abierto,llama3,306.87
BOE-B-2017-75305.pdf,12-2017,Varios adjudicatarios,52971738.56,euros,Consejería de Políticas Sociales y Familia,Contrato de obras,Ordinaria,Abierto,llama3,498.31
BOE-B-2017-73704.pdf,12-2017,Ecolmare Ibérica S.A.,208447.13,euros,Autoridad Portuaria de Málaga,Contrato de Servicios,Ordinaria,Abierto,llama3,392.23
BOE-B-2017-74661.pdf,12-2017,None,203490.25,euros,Ayuntamiento de San Sebastián de los Reyes,Servicio,Ordinaria,Abierto sujeto a regulación armonizada,llama3,356.36
BOE-B-2017-74460.pdf,12-2017,Urbia Intermediación Ingeniería y Servicios S.A.,238124.79,euros,Organismo,Servicios,Ordinaria,Abierto,llama3,397.28
BOE-B-2017-75750.pdf,12-2017,Repsol Comercial de Productos Petrolíferos S.A.,None,None,Diputación Foral de Bizkaia,Contrato de suministro,Ordinaria,Abierto,llama3,336.98
BOE-B-2017-74674.pdf,12-2017,Multienergía Verde S.L.,138119.2,euros,Ajuntament de Calvià,Suministro,Ordinaria,Abierto,llama3,335.44
BOE-B-2017-73770.pdf,12-2017,None,386999.99,euros,Comunidad de Madrid. Consejería de Sanidad. Servicio Madrileño de Salud. Hospital General Universitario Gregorio Marañón,Suministros,Ordinaria,Pluralidad de criterios,llama3,364.51
BOE-B-2017-75736.pdf,12-2017,Teknoservice S.L.,139000.0,euros,Ayuntamiento de Alcorcón,Suministros,Ordinaria,Abierto,llama3,364.03
BOE-B-2017-72596.pdf,12-2017,Sasegur S.L.,1045789.64,euros,Consejería de Transportes Vivienda e Infraestructuras,Servicios,Urgente,Abierto,llama3,391.41
BOE-B-2017-74052.pdf,12-2017,Alerta y Control S.A.,1342900.35,euros,Agencia Estatal Consejo Superior de Investigaciones Científicas M.P.,Servicio,Ordinaria,Abierto,llama3,352.71
BOE-B-2017-71598.pdf,12-2017,Gilead Sciences S.L.,6643883.45,euros,Servicio Andaluz de Salud. Hospital Universitario Regional de Málaga,Contrato de suministro,Ordinaria,Negociado sin publicidad,llama3,354.34
BOE-B-2017-71618.pdf,12-2017,Telecyl S.A.,1456657.0,euros,Consejería de Transportes Vivienda e Infraestructuras,Servicios,Urgente,Abierto,llama3,421.48
BOE-B-2017-72984.pdf,12-2017,None,621234.0,euros,Consejería de Salud de la Junta de Andalucía,Servicios,None,None,llama3,306.98
BOE-B-2017-72300.pdf,12-2017,Contratista: [inserted here],270108.3,euros,Servicio Madrileño de Salud. Director Gerente Hospital Universitario La Paz,Suministros,Ordinaria,Abierto,llama3,315.88
BOE-B-2017-72818.pdf,12-2017,Cirrus Spain S.L.,788772.22,euros,Agencia Estatal de Meteorología,Contrato de suministro,Ordinaria,Abierto,llama3,313.69
BOE-B-2017-71932.pdf,12-2017,Asociación Murciana de Salud Mental (FUSAMEN),836155.01,euros,Instituto Murciano de Acción Social,Servicios,Ordinaria,Abierto,llama3,327.90
BOE-B-2017-76560.pdf,12-2017,Cejal Limpiezas S.L.,2986495.54,euros,None,Servicios,Ordinaria,Abierto,llama3,351.79
BOE-B-2017-74307.pdf,12-2017,Siemens Healthcare S.L.U.,None,None,Servicio Riojano de Salud,Servicios,None,None,llama3,297.37
BOE-B-2017-72595.pdf,12-2017,Contratista: LIFE CARE S.L.,2420000.0,euros,Consejería de Medio Ambiente Agricultura y Pesca,Servicio,Ordinaria,Abierto,llama3,323.14
BOE-B-2017-71594.pdf,12-2017,None,469491.99,euros,Servicio Andaluz de Salud. Complejo Hospitalario Universitario de Granada,Contrato de suministro,Ordinaria,Abierto,llama3,335.17
BOE-B-2017-71921.pdf,12-2017,B.Braun Medical S.A. Coloplast Productos Medicos S CV Convatec SL Dentsply Iberia SAU Iberhospitex SA Intersurgical España SL Izasa Hospital SLU Prim SA Vygon SAU,2745854.71,euros,Instituto Català de la Salud,Suministro,None,None,phi3,226.57
BOE-B-2017-74314.pdf,12-2017,SAP España,1161174.49,euros,Consejería de Hacienda,Servicio,Anticipada,Abierto,phi3,222.92
BOE-B-2017-71968.pdf,12-2017,Limpiezas Industriales Morga S.L.,455000.0,euros,Consorcio de Aguas Bilbao Bizkaia,Servicio,Ordinaria,Abierto,phi3,233.46
BOE-B-2017-76111.pdf,12-2017,Solitium S.L.,461135.84,euros,Diputación Provincial de Zaragoza,Suministro,Ordinaria,Abierto,phi3,774.67
